Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days
30,blue-collar,married,professional.course,no,unknown,no,Telephone,3,999
42,admin.,divorced,university.degree,no,unknown,unknown,Telephone,2,999
43,admin.,married,university.degree,no,yes,yes,Cell,1,999
45,services,married,high.school,no,no,no,Cell,2,999
30,management,married,university.degree,no,no,yes,Cell,1,999
41,technician,married,professional.course,no,unknown,no,Cell,1,999
34,technician,married,high.school,no,no,no,Cell,1,999
45,blue-collar,married,basic.9y,no,unknown,yes,Cell,4,999
52,admin.,divorced,basic.9y,no,no,yes,Cell,2,999
31,blue-collar,single,high.school,no,unknown,no,Telephone,11,999
31,blue-collar,divorced,basic.9y,no,no,no,Cell,1,999
36,admin.,single,university.degree,no,yes,yes,Telephone,3,999
34,technician,single,university.degree,no,unknown,no,Cell,2,999
40,technician,married,professional.course,no,no,no,Telephone,2,999
32,admin.,married,university.degree,no,unknown,unknown,Cell,3,999
45,technician,married,professional.course,no,unknown,yes,Cell,5,999
31,student,single,university.degree,no,no,no,Telephone,2,999
53,management,divorced,high.school,no,unknown,unknown,Cell,2,999
49,admin.,single,high.school,no,yes,no,Telephone,1,999
42,technician,divorced,professional.course,no,unknown,no,Cell,2,999
34,admin.,married,university.degree,no,unknown,unknown,Cell,1,999
34,technician,married,professional.course,no,unknown,no,Cell,1,999
31,admin.,single,university.degree,no,unknown,unknown,Cell,2,999
45,blue-collar,divorced,basic.9y,no,unknown,no,Telephone,1,999
52,retired,married,basic.4y,no,unknown,no,Telephone,1,999
31,blue-collar,married,basic.4y,no,unknown,yes,Telephone,2,999
39,technician,married,university.degree,no,unknown,yes,Cell,2,999
47,unemployed,divorced,university.degree,no,no,no,Telephone,3,999
29,admin.,single,university.degree,no,no,no,Cell,2,999
28,admin.,single,university.degree,no,no,no,Cell,1,999
39,services,married,high.school,no,unknown,no,Cell,1,999
41,blue-collar,married,basic.4y,no,yes,no,Cell,2,999
51,services,married,high.school,no,unknown,unknown,Telephone,1,999
41,services,divorced,university.degree,no,unknown,no,Telephone,1,999
45,services,married,high.school,no,unknown,no,Telephone,1,999
30,entrepreneur,single,university.degree,no,yes,no,Cell,3,999
33,admin.,married,high.school,no,unknown,no,Cell,1,999
27,technician,single,university.degree,no,unknown,no,Cell,2,999
36,blue-collar,married,basic.6y,no,unknown,unknown,Telephone,1,999
25,admin.,single,university.degree,no,unknown,no,Cell,1,999
30,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
32,entrepreneur,single,university.degree,no,yes,no,Cell,3,999
59,retired,divorced,basic.4y,no,unknown,no,Telephone,3,999
25,admin.,divorced,high.school,no,no,yes,Telephone,3,999
51,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
46,blue-collar,divorced,professional.course,no,yes,no,Cell,2,999
40,admin.,single,high.school,no,unknown,no,Cell,2,999
57,admin.,single,university.degree,no,no,no,Cell,1,999
42,management,married,university.degree,no,unknown,no,Cell,1,999
28,admin.,divorced,high.school,no,unknown,no,Telephone,5,999
55,admin.,divorced,professional.course,no,unknown,no,Cell,4,999
45,blue-collar,married,basic.9y,no,no,no,Telephone,3,999
38,technician,married,university.degree,no,unknown,no,Cell,1,999
39,blue-collar,married,high.school,no,unknown,no,Telephone,2,999
30,entrepreneur,married,professional.course,no,unknown,no,Telephone,1,999
52,management,married,professional.course,no,yes,no,Cell,2,999
59,retired,married,basic.4y,no,unknown,yes,Telephone,3,999
56,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
27,admin.,single,professional.course,no,unknown,yes,Telephone,3,999
38,admin.,married,university.degree,no,yes,unknown,Cell,1,999
47,admin.,married,university.degree,no,unknown,no,Cell,2,999
34,admin.,married,university.degree,no,unknown,no,Telephone,1,999
26,blue-collar,married,basic.9y,no,yes,no,Telephone,3,999
27,student,single,high.school,no,unknown,no,Cell,1,999
40,technician,divorced,university.degree,no,no,no,Cell,3,999
49,blue-collar,married,basic.6y,no,no,no,Telephone,1,999
25,admin.,single,high.school,no,unknown,no,Cell,2,999
33,management,married,university.degree,no,unknown,yes,Cell,2,999
51,blue-collar,married,basic.4y,no,unknown,yes,Telephone,4,999
37,housemaid,married,high.school,no,unknown,unknown,Telephone,6,999
55,blue-collar,married,basic.4y,no,yes,no,Cell,1,999
46,admin.,married,basic.6y,no,no,no,Telephone,5,999
25,blue-collar,single,basic.9y,no,unknown,no,Cell,2,10
33,entrepreneur,married,basic.9y,no,unknown,yes,Telephone,1,999
35,self-employed,married,university.degree,no,no,no,Cell,2,999
30,technician,married,professional.course,no,unknown,no,Cell,2,999
32,admin.,single,university.degree,no,unknown,yes,Cell,1,999
45,blue-collar,married,basic.9y,no,no,no,Cell,2,999
31,technician,single,university.degree,no,unknown,no,Cell,4,999
77,retired,divorced,professional.course,no,unknown,no,Cell,1,999
54,blue-collar,married,basic.4y,no,unknown,yes,Cell,5,999
32,admin.,single,university.degree,no,unknown,unknown,Cell,5,999
30,self-employed,married,professional.course,no,unknown,no,Telephone,2,999
29,technician,single,professional.course,no,no,yes,Cell,1,999
34,technician,married,professional.course,no,unknown,no,Cell,1,999
57,retired,single,high.school,no,unknown,no,Telephone,2,999
39,blue-collar,divorced,basic.6y,no,unknown,no,Telephone,1,999
27,services,single,university.degree,no,yes,no,Cell,1,999
58,retired,divorced,university.degree,no,unknown,no,Telephone,4,999
48,services,married,basic.6y,no,unknown,no,Cell,1,999
27,student,married,high.school,no,yes,no,Telephone,1,999
29,blue-collar,single,basic.6y,no,unknown,yes,Cell,1,999
54,technician,married,professional.course,no,yes,no,Cell,2,999
24,technician,single,professional.course,no,unknown,no,Telephone,2,999
31,technician,married,professional.course,no,unknown,no,Telephone,1,999
59,housemaid,single,professional.course,no,unknown,no,Cell,2,999
30,technician,single,professional.course,no,no,no,Telephone,2,999
33,blue-collar,single,basic.6y,no,unknown,no,Cell,5,999
35,blue-collar,married,basic.4y,no,yes,no,Cell,1,999
35,management,married,university.degree,no,unknown,no,Cell,1,999
59,retired,single,basic.6y,no,unknown,no,Cell,5,999
53,blue-collar,married,professional.course,no,no,yes,Cell,5,999
38,technician,single,professional.course,no,yes,no,Cell,2,999
34,technician,single,university.degree,no,unknown,no,Cell,1,999
42,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
31,technician,single,university.degree,no,unknown,no,Telephone,1,999
46,entrepreneur,married,high.school,no,yes,no,Cell,1,999
39,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
29,services,married,high.school,no,yes,no,Cell,4,999
38,admin.,married,high.school,no,unknown,no,Telephone,4,999
46,admin.,married,high.school,no,yes,no,Cell,1,999
34,technician,divorced,university.degree,no,no,no,Cell,4,999
39,management,single,university.degree,no,unknown,no,Telephone,2,999
54,technician,married,university.degree,no,yes,no,Cell,6,999
33,blue-collar,divorced,basic.4y,no,unknown,no,Cell,1,999
59,technician,married,basic.9y,no,unknown,no,Telephone,1,999
38,blue-collar,married,basic.6y,no,unknown,no,Cell,1,999
44,unemployed,married,basic.6y,no,no,no,Telephone,1,999
30,blue-collar,married,basic.6y,no,unknown,no,Telephone,1,999
55,management,married,university.degree,no,unknown,yes,Cell,2,3
48,blue-collar,married,basic.9y,no,no,no,Cell,2,999
40,admin.,married,high.school,no,unknown,unknown,Cell,1,999
54,admin.,married,high.school,no,unknown,no,Telephone,2,999
27,student,single,university.degree,no,unknown,unknown,Cell,2,999
30,technician,married,professional.course,no,unknown,yes,Cell,1,999
18,entrepreneur,married,university.degree,no,yes,unknown,Cell,2,999
28,admin.,single,high.school,no,no,no,Cell,2,999
55,admin.,married,basic.4y,no,unknown,no,Cell,1,999
36,admin.,single,university.degree,no,unknown,no,Cell,8,999
30,services,single,high.school,no,unknown,no,Telephone,3,999
30,services,single,high.school,no,yes,no,Cell,1,999
36,management,married,university.degree,no,yes,no,Cell,1,999
31,admin.,single,university.degree,no,unknown,no,Cell,1,999
43,admin.,single,high.school,no,unknown,yes,Telephone,2,999
39,services,divorced,high.school,no,yes,no,Cell,1,999
25,admin.,single,basic.6y,no,yes,no,Cell,2,999
31,management,single,university.degree,no,unknown,no,Telephone,1,999
33,management,single,university.degree,no,yes,no,Cell,1,999
44,housemaid,married,basic.4y,no,yes,no,Cell,1,999
29,technician,single,university.degree,no,yes,no,Cell,9,999
34,management,single,university.degree,no,unknown,yes,Cell,2,999
35,technician,single,professional.course,no,unknown,unknown,Cell,1,999
42,blue-collar,married,basic.9y,no,yes,no,Telephone,4,999
47,blue-collar,married,basic.9y,no,unknown,unknown,Cell,1,999
41,blue-collar,single,basic.9y,no,unknown,no,Telephone,4,999
46,self-employed,divorced,basic.9y,no,unknown,yes,Cell,1,999
41,technician,single,professional.course,no,unknown,no,Cell,1,999
31,blue-collar,divorced,professional.course,no,yes,no,Telephone,1,999
49,admin.,single,high.school,no,no,no,Telephone,5,999
26,admin.,single,university.degree,no,yes,no,Cell,5,999
54,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
29,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
36,blue-collar,married,basic.9y,no,unknown,yes,Cell,2,999
34,technician,married,professional.course,no,unknown,no,Cell,1,999
29,blue-collar,divorced,basic.4y,no,no,no,Telephone,1,999
34,admin.,single,high.school,no,unknown,no,Cell,2,999
48,unemployed,married,professional.course,no,yes,no,Cell,2,999
44,self-employed,single,professional.course,no,unknown,no,Cell,3,999
34,technician,married,professional.course,no,unknown,no,Cell,1,6
37,student,divorced,university.degree,no,unknown,yes,Cell,2,999
36,technician,single,university.degree,no,unknown,no,Cell,2,999
45,management,married,high.school,no,unknown,no,Cell,1,999
32,technician,married,high.school,no,unknown,no,Cell,1,999
51,blue-collar,married,basic.6y,no,unknown,no,Telephone,2,999
29,admin.,married,university.degree,no,unknown,no,Cell,4,999
34,technician,single,professional.course,no,unknown,no,Telephone,2,999
38,blue-collar,married,basic.9y,no,yes,yes,Telephone,1,999
43,blue-collar,divorced,basic.9y,no,no,no,Cell,1,999
36,self-employed,divorced,university.degree,no,unknown,yes,Telephone,2,999
34,admin.,married,university.degree,no,unknown,no,Cell,1,999
37,self-employed,married,basic.9y,no,yes,yes,Telephone,1,999
33,admin.,single,basic.9y,no,unknown,no,Telephone,2,999
42,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
43,management,married,high.school,no,unknown,no,Telephone,3,999
32,technician,single,university.degree,no,no,no,Cell,7,999
27,management,single,university.degree,no,yes,no,Telephone,2,999
24,blue-collar,single,basic.6y,no,unknown,no,Cell,1,999
31,blue-collar,single,high.school,no,unknown,yes,Cell,1,999
42,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
33,blue-collar,single,high.school,no,unknown,unknown,Telephone,6,999
48,technician,divorced,professional.course,no,unknown,no,Cell,3,999
52,entrepreneur,married,university.degree,no,unknown,unknown,Telephone,2,999
56,admin.,married,university.degree,no,unknown,no,Cell,2,999
33,admin.,single,professional.course,no,unknown,no,Cell,2,999
28,blue-collar,married,high.school,no,unknown,no,Telephone,1,999
56,admin.,married,basic.4y,no,unknown,no,Cell,3,999
30,management,single,high.school,no,unknown,yes,Cell,2,999
37,admin.,married,university.degree,no,no,no,Cell,1,999
36,admin.,married,high.school,no,unknown,no,Cell,5,999
27,admin.,single,high.school,no,unknown,no,Cell,1,999
43,services,divorced,basic.6y,no,yes,no,Cell,3,999
36,blue-collar,married,basic.9y,no,unknown,unknown,Cell,1,999
53,management,married,basic.4y,no,yes,unknown,Cell,1,999
36,blue-collar,single,high.school,no,no,yes,Telephone,2,999
28,student,single,basic.9y,no,yes,no,Telephone,4,999
42,admin.,married,high.school,no,no,no,Telephone,21,999
35,admin.,single,high.school,no,no,no,Telephone,2,999
40,blue-collar,married,high.school,no,unknown,yes,Telephone,2,999
33,admin.,single,professional.course,no,unknown,no,Telephone,1,999
49,management,married,university.degree,no,unknown,no,Cell,1,999
25,blue-collar,married,high.school,no,unknown,no,Telephone,2,999
55,technician,single,university.degree,no,unknown,yes,Cell,2,999
59,admin.,married,high.school,no,yes,no,Cell,1,999
35,blue-collar,married,high.school,no,no,no,Cell,1,999
25,admin.,single,high.school,no,unknown,no,Telephone,21,999
34,self-employed,single,university.degree,no,no,no,Telephone,5,999
48,blue-collar,married,high.school,no,unknown,no,Telephone,1,999
43,services,married,high.school,no,yes,no,Telephone,1,999
39,services,single,high.school,no,unknown,no,Telephone,2,999
35,unemployed,single,basic.6y,no,unknown,no,Cell,1,999
56,services,married,high.school,no,unknown,no,Cell,2,999
44,blue-collar,married,basic.4y,no,unknown,no,Telephone,8,999
37,technician,single,university.degree,no,unknown,yes,Telephone,1,999
35,services,married,high.school,no,yes,no,Telephone,1,999
38,blue-collar,single,high.school,no,unknown,unknown,Telephone,2,999
36,self-employed,single,university.degree,no,unknown,yes,Cell,2,999
31,blue-collar,married,basic.9y,no,unknown,no,Cell,9,999
36,technician,single,professional.course,no,unknown,no,Cell,1,999
69,entrepreneur,married,basic.9y,no,no,no,Telephone,1,999
43,entrepreneur,married,basic.4y,no,unknown,no,Cell,30,999
30,blue-collar,married,basic.4y,no,unknown,no,Telephone,2,999
43,technician,married,high.school,no,yes,no,Telephone,3,999
35,blue-collar,single,basic.6y,no,unknown,no,Cell,1,999
33,management,single,university.degree,no,yes,yes,Cell,2,999
54,management,married,university.degree,no,yes,no,Cell,1,999
33,admin.,married,high.school,no,unknown,unknown,Cell,1,999
43,unemployed,married,basic.6y,no,no,no,Telephone,10,999
41,services,married,high.school,no,unknown,yes,Telephone,1,999
35,blue-collar,married,basic.9y,no,unknown,no,Telephone,3,999
34,unemployed,married,university.degree,no,unknown,no,Telephone,2,999
34,admin.,married,university.degree,no,unknown,no,Cell,1,999
50,unemployed,married,professional.course,no,unknown,no,Cell,3,999
31,technician,married,university.degree,no,no,no,Cell,1,999
34,blue-collar,married,basic.9y,no,unknown,no,Cell,1,6
46,services,single,high.school,no,yes,unknown,Cell,1,999
43,admin.,divorced,high.school,no,yes,no,Cell,1,999
42,unemployed,single,university.degree,no,unknown,no,Telephone,1,999
37,admin.,married,high.school,no,no,no,Telephone,1,999
42,admin.,married,basic.9y,no,no,no,Telephone,3,999
35,management,married,high.school,no,unknown,no,Cell,1,999
39,admin.,married,high.school,no,no,unknown,Telephone,4,999
39,services,married,university.degree,no,yes,no,Cell,1,999
52,technician,married,professional.course,no,unknown,no,Cell,1,999
48,blue-collar,divorced,basic.4y,no,yes,no,Telephone,2,999
49,admin.,single,high.school,no,unknown,no,Cell,1,999
48,admin.,married,basic.9y,no,unknown,no,Telephone,3,999
45,services,divorced,high.school,no,no,no,Cell,2,999
46,technician,divorced,professional.course,no,no,no,Cell,15,999
39,admin.,married,high.school,no,unknown,no,Cell,1,999
36,blue-collar,single,high.school,no,yes,unknown,Telephone,1,999
55,blue-collar,divorced,basic.4y,no,unknown,no,Cell,6,999
27,admin.,single,university.degree,no,unknown,no,Telephone,7,999
33,entrepreneur,married,university.degree,no,unknown,no,Cell,7,999
31,admin.,divorced,university.degree,no,unknown,no,Cell,6,999
29,admin.,single,university.degree,no,unknown,no,Cell,2,999
35,unemployed,divorced,university.degree,no,no,no,Cell,2,999
26,blue-collar,married,basic.6y,no,no,no,Telephone,1,999
46,services,divorced,professional.course,no,yes,no,Telephone,2,999
35,technician,married,university.degree,no,no,no,Telephone,1,999
27,admin.,single,university.degree,no,yes,no,Cell,4,999
54,admin.,married,high.school,no,no,no,Cell,2,999
44,blue-collar,married,basic.9y,no,yes,no,Cell,3,999
48,blue-collar,married,basic.4y,no,yes,no,Cell,2,999
32,admin.,single,university.degree,no,no,no,Cell,1,999
24,technician,single,professional.course,no,no,no,Cell,2,999
39,blue-collar,divorced,professional.course,no,unknown,unknown,Telephone,10,999
31,blue-collar,single,high.school,no,unknown,unknown,Cell,2,999
38,technician,married,professional.course,no,unknown,no,Telephone,1,999
49,admin.,divorced,high.school,no,unknown,no,Cell,3,999
51,blue-collar,married,high.school,no,unknown,no,Cell,4,999
32,management,single,university.degree,no,unknown,no,Cell,1,999
39,management,married,university.degree,no,yes,yes,Cell,1,999
35,self-employed,married,university.degree,no,unknown,yes,Telephone,4,999
33,admin.,divorced,high.school,no,unknown,no,Cell,10,999
44,blue-collar,single,basic.6y,no,no,no,Telephone,1,999
42,entrepreneur,married,basic.4y,no,unknown,yes,Cell,4,999
24,blue-collar,single,basic.9y,no,unknown,yes,Cell,1,999
29,entrepreneur,married,basic.4y,no,unknown,no,Telephone,3,999
31,admin.,single,university.degree,no,unknown,no,Telephone,29,999
54,technician,married,professional.course,no,unknown,no,Telephone,2,999
56,retired,married,basic.4y,no,unknown,no,Telephone,2,999
45,entrepreneur,married,university.degree,no,unknown,no,Telephone,1,999
41,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
38,blue-collar,married,basic.4y,no,unknown,no,Cell,3,999
39,technician,single,professional.course,no,yes,no,Telephone,1,999
41,admin.,married,university.degree,no,yes,no,Cell,2,999
32,management,single,university.degree,no,unknown,no,Telephone,7,999
53,admin.,married,university.degree,no,unknown,unknown,Telephone,1,999
50,technician,married,professional.course,no,no,no,Cell,5,999
31,management,single,university.degree,no,yes,unknown,Cell,1,999
42,admin.,married,university.degree,no,unknown,no,Cell,1,999
33,blue-collar,single,basic.9y,no,unknown,yes,Cell,2,999
60,admin.,married,university.degree,no,no,no,Telephone,2,999
30,blue-collar,married,high.school,no,unknown,no,Telephone,1,999
47,blue-collar,single,basic.4y,no,yes,no,Telephone,1,999
34,blue-collar,married,basic.9y,no,no,no,Telephone,10,999
43,entrepreneur,married,basic.9y,no,yes,no,Cell,1,999
33,blue-collar,married,basic.6y,no,unknown,yes,Telephone,2,999
45,admin.,married,high.school,no,unknown,unknown,Telephone,10,999
58,admin.,married,high.school,no,unknown,yes,Cell,1,999
34,admin.,married,university.degree,no,yes,unknown,Cell,1,999
40,technician,married,professional.course,no,unknown,no,Telephone,1,999
27,services,single,university.degree,no,unknown,yes,Cell,2,999
48,entrepreneur,married,basic.9y,no,unknown,unknown,Cell,7,999
29,blue-collar,married,basic.6y,no,unknown,yes,Cell,4,999
25,self-employed,single,university.degree,no,unknown,yes,Telephone,4,999
44,blue-collar,married,basic.9y,no,yes,no,Cell,2,999
33,entrepreneur,married,university.degree,no,yes,yes,Telephone,3,999
30,admin.,divorced,university.degree,no,yes,no,Cell,1,999
44,self-employed,married,university.degree,no,unknown,no,Cell,4,999
56,blue-collar,married,basic.4y,no,unknown,unknown,Telephone,1,999
45,admin.,married,basic.9y,no,no,no,Telephone,5,999
27,student,single,basic.9y,no,no,no,Cell,1,999
43,blue-collar,single,professional.course,no,unknown,no,Telephone,2,999
36,housemaid,divorced,basic.9y,no,no,no,Telephone,2,999
36,technician,single,university.degree,no,unknown,yes,Cell,2,3
38,entrepreneur,married,basic.6y,no,unknown,no,Telephone,1,999
62,admin.,single,university.degree,no,unknown,no,Cell,2,999
43,technician,married,university.degree,no,no,yes,Cell,1,999
32,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
39,admin.,single,university.degree,no,unknown,no,Telephone,1,999
53,self-employed,married,university.degree,no,unknown,no,Cell,6,999
46,services,married,high.school,no,yes,no,Cell,2,999
25,admin.,married,high.school,no,yes,no,Cell,1,999
72,admin.,married,university.degree,no,unknown,yes,Cell,1,6
44,blue-collar,divorced,basic.4y,no,unknown,no,Telephone,4,999
33,blue-collar,married,basic.9y,no,unknown,no,Telephone,2,999
28,management,single,basic.9y,no,unknown,no,Telephone,1,999
32,entrepreneur,married,university.degree,no,unknown,yes,Cell,2,999
26,blue-collar,married,basic.9y,no,yes,no,Cell,3,999
56,technician,married,professional.course,no,no,no,Telephone,1,999
41,unemployed,married,basic.9y,no,unknown,no,Cell,2,6
34,admin.,married,high.school,no,unknown,no,Cell,1,999
56,blue-collar,married,basic.4y,no,no,no,Telephone,4,999
53,blue-collar,married,basic.9y,no,yes,no,Telephone,1,999
37,technician,single,professional.course,no,yes,yes,Telephone,4,999
50,blue-collar,married,basic.4y,no,unknown,unknown,Telephone,3,999
25,blue-collar,single,basic.6y,no,unknown,no,Cell,5,999
34,services,married,high.school,no,yes,no,Cell,3,999
37,admin.,married,high.school,no,unknown,unknown,Cell,1,999
36,technician,single,high.school,no,unknown,unknown,Cell,1,999
29,technician,single,professional.course,no,unknown,no,Cell,1,999
44,blue-collar,single,professional.course,no,no,no,Cell,2,999
31,blue-collar,married,high.school,no,unknown,no,Cell,2,999
48,management,married,university.degree,no,yes,no,Cell,1,4
36,services,divorced,basic.9y,no,no,no,Cell,3,999
38,blue-collar,single,basic.9y,no,unknown,no,Telephone,5,999
52,management,married,high.school,no,unknown,yes,Cell,1,10
38,blue-collar,single,basic.9y,no,unknown,no,Cell,3,999
46,admin.,married,university.degree,no,unknown,no,Cell,2,999
25,student,single,high.school,no,no,no,Cell,2,10
42,blue-collar,married,university.degree,no,yes,no,Telephone,1,999
60,retired,married,university.degree,no,unknown,unknown,Telephone,1,999
30,blue-collar,single,basic.4y,no,yes,unknown,Telephone,3,999
29,management,married,university.degree,no,unknown,no,Telephone,3,999
30,technician,single,high.school,no,unknown,yes,Cell,2,999
33,technician,single,university.degree,no,unknown,no,Cell,4,999
34,technician,married,university.degree,no,unknown,unknown,Cell,1,999
33,admin.,married,university.degree,no,no,no,Telephone,3,999
54,admin.,married,university.degree,no,yes,no,Cell,2,999
34,blue-collar,married,basic.9y,no,yes,no,Cell,2,999
48,blue-collar,married,basic.6y,no,unknown,no,Telephone,1,999
45,blue-collar,divorced,basic.9y,no,unknown,unknown,Cell,4,999
41,technician,married,professional.course,no,no,unknown,Cell,1,999
40,services,divorced,high.school,no,no,no,Cell,6,999
29,technician,single,university.degree,no,yes,yes,Telephone,1,999
35,services,divorced,high.school,no,no,yes,Cell,2,999
52,blue-collar,married,university.degree,no,unknown,no,Telephone,3,999
67,admin.,single,university.degree,no,unknown,yes,Cell,1,999
40,technician,single,basic.9y,no,yes,yes,Cell,1,999
31,entrepreneur,single,basic.9y,no,unknown,no,Telephone,3,999
35,admin.,married,basic.9y,no,unknown,no,Cell,3,999
33,admin.,single,university.degree,no,unknown,yes,Cell,6,999
55,blue-collar,married,basic.4y,no,yes,no,Telephone,3,999
41,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
57,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
40,blue-collar,married,basic.4y,no,unknown,no,Telephone,5,999
34,admin.,single,high.school,no,unknown,no,Telephone,3,999
27,student,single,high.school,no,yes,no,Cell,1,999
36,blue-collar,single,high.school,no,unknown,no,Cell,24,999
43,services,divorced,high.school,no,no,no,Cell,3,999
33,admin.,married,high.school,no,no,no,Cell,2,999
41,entrepreneur,married,high.school,no,unknown,no,Telephone,13,999
26,student,single,basic.9y,no,yes,no,Cell,2,999
46,admin.,married,professional.course,no,unknown,no,Cell,1,999
37,blue-collar,single,basic.9y,no,no,no,Cell,4,999
34,admin.,married,university.degree,no,no,no,Cell,1,999
40,management,single,university.degree,no,unknown,no,Cell,1,999
52,blue-collar,married,basic.4y,no,unknown,no,Telephone,3,999
44,technician,married,university.degree,no,yes,no,Cell,8,999
45,admin.,married,high.school,no,yes,no,Cell,2,999
33,admin.,married,university.degree,no,unknown,no,Telephone,1,999
39,unemployed,married,university.degree,no,unknown,unknown,Telephone,1,999
38,admin.,married,high.school,no,yes,no,Cell,1,6
54,management,married,high.school,no,yes,yes,Telephone,2,999
37,blue-collar,married,basic.6y,no,unknown,yes,Telephone,5,999
28,services,single,high.school,no,yes,no,Cell,4,999
55,housemaid,married,basic.4y,no,unknown,no,Cell,1,999
42,self-employed,single,university.degree,no,unknown,unknown,Cell,4,999
51,services,married,high.school,no,unknown,no,Telephone,2,999
38,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
47,technician,married,university.degree,no,unknown,no,Cell,4,999
35,technician,married,university.degree,no,unknown,no,Telephone,2,999
50,management,married,professional.course,no,unknown,no,Cell,1,999
44,admin.,married,university.degree,no,unknown,no,Cell,1,999
44,admin.,single,basic.6y,no,yes,no,Cell,2,999
31,technician,single,high.school,no,no,no,Telephone,1,999
40,admin.,single,basic.9y,no,yes,no,Cell,1,3
64,technician,married,basic.4y,no,unknown,no,Cell,1,999
48,technician,married,university.degree,no,unknown,no,Cell,2,999
38,blue-collar,married,basic.9y,no,no,no,Telephone,1,999
33,technician,married,high.school,no,unknown,unknown,Telephone,2,999
50,blue-collar,married,basic.9y,no,yes,no,Telephone,2,999
48,admin.,single,high.school,no,unknown,yes,Telephone,2,999
45,admin.,married,university.degree,no,unknown,no,Cell,1,3
45,admin.,married,university.degree,no,yes,no,Telephone,6,999
33,technician,married,high.school,no,unknown,no,Cell,4,999
49,admin.,divorced,university.degree,no,unknown,no,Telephone,1,999
48,entrepreneur,married,university.degree,no,unknown,no,Cell,2,2
44,admin.,divorced,high.school,no,yes,no,Cell,4,999
37,management,married,basic.9y,no,no,no,Telephone,2,999
34,technician,married,high.school,no,unknown,no,Cell,1,999
62,retired,married,university.degree,no,no,no,Cell,2,999
54,blue-collar,married,basic.9y,no,unknown,no,Cell,2,6
31,blue-collar,single,basic.9y,no,unknown,no,Cell,3,999
28,unemployed,married,professional.course,no,unknown,no,Telephone,6,999
55,unemployed,married,basic.4y,no,unknown,no,Telephone,1,999
38,housemaid,divorced,professional.course,no,yes,no,Cell,3,999
33,admin.,married,university.degree,no,unknown,yes,Telephone,2,999
34,admin.,married,university.degree,no,unknown,no,Cell,1,999
28,student,single,high.school,no,yes,yes,Telephone,1,999
59,retired,married,university.degree,no,unknown,no,Telephone,6,999
31,blue-collar,single,basic.9y,no,unknown,no,Telephone,2,999
36,services,single,high.school,no,yes,no,Cell,8,999
33,unemployed,divorced,professional.course,no,unknown,unknown,Telephone,1,999
33,technician,single,university.degree,no,unknown,unknown,Cell,1,999
38,admin.,divorced,high.school,no,unknown,no,Telephone,1,999
41,blue-collar,married,basic.6y,no,no,no,Telephone,1,999
31,admin.,single,high.school,no,unknown,no,Cell,1,3
31,services,divorced,high.school,no,yes,no,Cell,2,999
35,technician,married,professional.course,no,no,no,Cell,2,999
30,management,single,university.degree,no,unknown,no,Telephone,3,999
62,retired,married,professional.course,no,yes,no,Cell,4,999
59,services,single,high.school,no,no,no,Cell,1,999
38,services,single,high.school,no,unknown,yes,Cell,1,999
47,admin.,married,high.school,no,unknown,no,Cell,2,999
30,admin.,single,university.degree,no,yes,no,Cell,3,999
34,admin.,married,university.degree,no,unknown,no,Cell,1,999
59,admin.,single,high.school,no,unknown,no,Cell,1,999
41,technician,divorced,university.degree,no,unknown,unknown,Telephone,1,999
32,housemaid,single,basic.9y,no,unknown,no,Cell,1,999
48,admin.,married,high.school,no,unknown,yes,Telephone,1,999
39,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
38,management,married,university.degree,no,no,no,Cell,2,999
34,admin.,divorced,university.degree,no,no,no,Cell,2,999
50,blue-collar,married,basic.9y,no,unknown,no,Telephone,2,999
30,services,married,high.school,no,no,no,Telephone,1,999
53,admin.,single,high.school,no,yes,yes,Cell,2,999
32,admin.,single,university.degree,no,yes,no,Cell,2,999
36,entrepreneur,married,university.degree,no,yes,no,Telephone,4,999
33,admin.,married,high.school,no,unknown,yes,Telephone,2,999
26,technician,single,university.degree,no,yes,no,Cell,2,999
79,retired,married,basic.9y,no,yes,no,Cell,1,999
38,technician,single,university.degree,no,yes,yes,Telephone,1,999
23,blue-collar,single,basic.9y,no,unknown,no,Cell,1,999
44,admin.,divorced,university.degree,no,unknown,no,Cell,6,999
23,student,single,high.school,no,unknown,no,Cell,1,999
35,admin.,married,university.degree,no,yes,yes,Cell,2,999
39,technician,single,university.degree,no,unknown,no,Cell,3,999
